"District","FIPS","Year","Grade","Subject","Variable","Measure Type","Value"
"Regional School District 11","","2014-2015","Grade 4","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2014-2015","Grade 4","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2014-2015","Grade 5","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2014-2015","Grade 5","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2014-2015","Grade 6","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2014-2015","Grade 6","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2014-2015","Grade 7","ELA","Total Number with Scored Tests","Number","49"
"Regional School District 11","","2014-2015","Grade 7","Math","Total Number with Scored Tests","Number","48"
"Regional School District 11","","2014-2015","Grade 8","ELA","Total Number with Scored Tests","Number","62"
"Regional School District 11","","2014-2015","Grade 8","Math","Total Number with Scored Tests","Number","62"
"Regional School District 11","","2014-2015","All","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","All","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 11","ELA","AverageVSS","Number","2600"
"Regional School District 11","","2014-2015","Grade 11","Math","AverageVSS","Number","2532"
"Regional School District 11","","2014-2015","Grade 3","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 3","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 4","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 4","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 5","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 5","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 6","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 6","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2014-2015","Grade 7","ELA","AverageVSS","Number","2552"
"Regional School District 11","","2014-2015","Grade 7","Math","AverageVSS","Number","2501"
"Regional School District 11","","2014-2015","Grade 8","ELA","AverageVSS","Number","2561"
"Regional School District 11","","2014-2015","Grade 8","Math","AverageVSS","Number","2488"
"Regional School District 11","","2015-2016","All","ELA","Total Number of Students","Number","91"
"Regional School District 11","","2015-2016","All","Math","Total Number of Students","Number","91"
"Regional School District 11","","2015-2016","Grade 11","ELA","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 11","Math","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","ELA","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","Math","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","ELA","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","Math","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","ELA","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","Math","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","ELA","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","Math","Total Number of Students","Number","-6666"
"Regional School District 11","","2015-2016","Grade 7","ELA","Total Number of Students","Number","51"
"Regional School District 11","","2015-2016","Grade 7","Math","Total Number of Students","Number","51"
"Regional School District 11","","2015-2016","Grade 8","ELA","Total Number of Students","Number","40"
"Regional School District 11","","2015-2016","Grade 8","Math","Total Number of Students","Number","40"
"Regional School District 11","","2015-2016","All","ELA","Total Number Tested","Number","90"
"Regional School District 11","","2015-2016","All","Math","Total Number Tested","Number","89"
"Regional School District 11","","2015-2016","Grade 11","ELA","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 11","Math","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","ELA","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","Math","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","ELA","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","Math","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","ELA","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","Math","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","ELA","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","Math","Total Number Tested","Number","-6666"
"Regional School District 11","","2015-2016","Grade 7","ELA","Total Number Tested","Number","50"
"Regional School District 11","","2015-2016","Grade 7","Math","Total Number Tested","Number","49"
"Regional School District 11","","2015-2016","Grade 8","ELA","Total Number Tested","Number","40"
"Regional School District 11","","2015-2016","Grade 8","Math","Total Number Tested","Number","40"
"Regional School District 11","","2015-2016","All","ELA","Smarter Balanced Participation Rate","Percent","98.9"
"Regional School District 11","","2015-2016","All","Math","Smarter Balanced Participation Rate","Percent","97.8"
"Regional School District 11","","2015-2016","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 11","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 3","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 4","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 5","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 6","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 11","","2015-2016","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","98"
"Regional School District 11","","2015-2016","Grade 7","Math","Smarter Balanced Participation Rate","Percent","96.1"
"Regional School District 11","","2015-2016","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 11","","2015-2016","Grade 8","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 11","","2015-2016","All","ELA","Total Number with Scored Tests","Number","90"
"Regional School District 11","","2015-2016","All","Math","Total Number with Scored Tests","Number","89"
"Regional School District 11","","2015-2016","Grade 11","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 11","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 11","","2015-2016","Grade 7","ELA","Total Number with Scored Tests","Number","50"
"Regional School District 11","","2015-2016","Grade 7","Math","Total Number with Scored Tests","Number","49"
"Regional School District 11","","2015-2016","Grade 8","ELA","Total Number with Scored Tests","Number","40"
"Regional School District 11","","2015-2016","Grade 8","Math","Total Number with Scored Tests","Number","40"
"Regional School District 11","","2015-2016","All","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","All","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 11","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 11","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 3","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 4","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 5","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","ELA","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 6","Math","AverageVSS","Number","-6666"
"Regional School District 11","","2015-2016","Grade 7","ELA","AverageVSS","Number","2592"
"Regional School District 11","","2015-2016","Grade 7","Math","AverageVSS","Number","2551"
"Regional School District 11","","2015-2016","Grade 8","ELA","AverageVSS","Number","2582"
"Regional School District 11","","2015-2016","Grade 8","Math","AverageVSS","Number","2539"
"Regional School District 12","","2014-2015","All","ELA","Total Number of Students","Number","411"
"Regional School District 12","","2014-2015","All","Math","Total Number of Students","Number","413"
"Regional School District 12","","2014-2015","Grade 11","ELA","Total Number of Students","Number","78"
"Regional School District 12","","2014-2015","Grade 11","Math","Total Number of Students","Number","80"
"Regional School District 12","","2014-2015","Grade 3","ELA","Total Number of Students","Number","57"
"Regional School District 12","","2014-2015","Grade 3","Math","Total Number of Students","Number","57"
"Regional School District 12","","2014-2015","Grade 4","ELA","Total Number of Students","Number","38"
"Regional School District 12","","2014-2015","Grade 4","Math","Total Number of Students","Number","38"
"Regional School District 12","","2014-2015","Grade 5","ELA","Total Number of Students","Number","46"
"Regional School District 12","","2014-2015","Grade 5","Math","Total Number of Students","Number","46"
"Regional School District 12","","2014-2015","Grade 6","ELA","Total Number of Students","Number","58"
"Regional School District 12","","2014-2015","Grade 6","Math","Total Number of Students","Number","58"
"Regional School District 12","","2014-2015","Grade 7","ELA","Total Number of Students","Number","62"
"Regional School District 12","","2014-2015","Grade 7","Math","Total Number of Students","Number","62"
"Regional School District 12","","2014-2015","Grade 8","ELA","Total Number of Students","Number","72"
"Regional School District 12","","2014-2015","Grade 8","Math","Total Number of Students","Number","72"
"Regional School District 12","","2014-2015","All","ELA","Total Number Tested","Number","405"
"Regional School District 12","","2014-2015","All","Math","Total Number Tested","Number","407"
"Regional School District 12","","2014-2015","Grade 11","ELA","Total Number Tested","Number","77"
"Regional School District 12","","2014-2015","Grade 11","Math","Total Number Tested","Number","79"
"Regional School District 12","","2014-2015","Grade 3","ELA","Total Number Tested","Number","56"
"Regional School District 12","","2014-2015","Grade 3","Math","Total Number Tested","Number","56"
"Regional School District 12","","2014-2015","Grade 4","ELA","Total Number Tested","Number","38"
"Regional School District 12","","2014-2015","Grade 4","Math","Total Number Tested","Number","38"
"Regional School District 12","","2014-2015","Grade 5","ELA","Total Number Tested","Number","46"
"Regional School District 12","","2014-2015","Grade 5","Math","Total Number Tested","Number","46"
"Regional School District 12","","2014-2015","Grade 6","ELA","Total Number Tested","Number","58"
"Regional School District 12","","2014-2015","Grade 6","Math","Total Number Tested","Number","58"
"Regional School District 12","","2014-2015","Grade 7","ELA","Total Number Tested","Number","60"
"Regional School District 12","","2014-2015","Grade 7","Math","Total Number Tested","Number","60"
"Regional School District 12","","2014-2015","Grade 8","ELA","Total Number Tested","Number","70"
"Regional School District 12","","2014-2015","Grade 8","Math","Total Number Tested","Number","70"
"Regional School District 12","","2014-2015","All","ELA","Smarter Balanced Participation Rate","Percent","98.5"
"Regional School District 12","","2014-2015","All","Math","Smarter Balanced Participation Rate","Percent","98.5"
"Regional School District 12","","2014-2015","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","98.7"
"Regional School District 12","","2014-2015","Grade 11","Math","Smarter Balanced Participation Rate","Percent","98.8"
"Regional School District 12","","2014-2015","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","98.2"
"Regional School District 12","","2014-2015","Grade 3","Math","Smarter Balanced Participation Rate","Percent","98.2"
"Regional School District 12","","2014-2015","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2014-2015","Grade 4","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2014-2015","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2014-2015","Grade 5","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2014-2015","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2014-2015","Grade 6","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2014-2015","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","96.8"
"Regional School District 12","","2014-2015","Grade 7","Math","Smarter Balanced Participation Rate","Percent","96.8"
"Regional School District 12","","2014-2015","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","97.2"
"Regional School District 12","","2014-2015","Grade 8","Math","Smarter Balanced Participation Rate","Percent","97.2"
"Regional School District 12","","2014-2015","All","ELA","Total Number with Scored Tests","Number","403"
"Regional School District 12","","2014-2015","All","Math","Total Number with Scored Tests","Number","403"
"Regional School District 12","","2014-2015","Grade 11","ELA","Total Number with Scored Tests","Number","77"
"Regional School District 12","","2014-2015","Grade 11","Math","Total Number with Scored Tests","Number","77"
"Regional School District 12","","2014-2015","Grade 3","ELA","Total Number with Scored Tests","Number","56"
"Regional School District 12","","2014-2015","Grade 3","Math","Total Number with Scored Tests","Number","56"
"Regional School District 12","","2014-2015","Grade 4","ELA","Total Number with Scored Tests","Number","38"
"Regional School District 12","","2014-2015","Grade 4","Math","Total Number with Scored Tests","Number","38"
"Regional School District 12","","2014-2015","Grade 5","ELA","Total Number with Scored Tests","Number","46"
"Regional School District 12","","2014-2015","Grade 5","Math","Total Number with Scored Tests","Number","46"
"Regional School District 12","","2014-2015","Grade 6","ELA","Total Number with Scored Tests","Number","58"
"Regional School District 12","","2014-2015","Grade 6","Math","Total Number with Scored Tests","Number","58"
"Regional School District 12","","2014-2015","Grade 7","ELA","Total Number with Scored Tests","Number","58"
"Regional School District 12","","2014-2015","Grade 7","Math","Total Number with Scored Tests","Number","58"
"Regional School District 12","","2014-2015","Grade 8","ELA","Total Number with Scored Tests","Number","70"
"Regional School District 12","","2014-2015","Grade 8","Math","Total Number with Scored Tests","Number","70"
"Regional School District 12","","2014-2015","All","ELA","AverageVSS","Number","-6666"
"Regional School District 12","","2014-2015","All","Math","AverageVSS","Number","-6666"
"Regional School District 12","","2014-2015","Grade 11","ELA","AverageVSS","Number","2682"
"Regional School District 12","","2014-2015","Grade 11","Math","AverageVSS","Number","2648"
"Regional School District 12","","2014-2015","Grade 3","ELA","AverageVSS","Number","2467"
"Regional School District 12","","2014-2015","Grade 3","Math","AverageVSS","Number","2466"
"Regional School District 12","","2014-2015","Grade 4","ELA","AverageVSS","Number","2482"
"Regional School District 12","","2014-2015","Grade 4","Math","AverageVSS","Number","2486"
"Regional School District 12","","2014-2015","Grade 5","ELA","AverageVSS","Number","2569"
"Regional School District 12","","2014-2015","Grade 5","Math","AverageVSS","Number","2558"
"Regional School District 12","","2014-2015","Grade 6","ELA","AverageVSS","Number","2568"
"Regional School District 12","","2014-2015","Grade 6","Math","AverageVSS","Number","2529"
"Regional School District 12","","2014-2015","Grade 7","ELA","AverageVSS","Number","2593"
"Regional School District 12","","2014-2015","Grade 7","Math","AverageVSS","Number","2549"
"Regional School District 12","","2014-2015","Grade 8","ELA","AverageVSS","Number","2587"
"Regional School District 12","","2014-2015","Grade 8","Math","AverageVSS","Number","2569"
"Regional School District 12","","2015-2016","All","ELA","Total Number of Students","Number","311"
"Regional School District 12","","2015-2016","All","Math","Total Number of Students","Number","311"
"Regional School District 12","","2015-2016","Grade 11","ELA","Total Number of Students","Number","-6666"
"Regional School District 12","","2015-2016","Grade 11","Math","Total Number of Students","Number","-6666"
"Regional School District 12","","2015-2016","Grade 3","ELA","Total Number of Students","Number","42"
"Regional School District 12","","2015-2016","Grade 3","Math","Total Number of Students","Number","42"
"Regional School District 12","","2015-2016","Grade 4","ELA","Total Number of Students","Number","56"
"Regional School District 12","","2015-2016","Grade 4","Math","Total Number of Students","Number","56"
"Regional School District 12","","2015-2016","Grade 5","ELA","Total Number of Students","Number","36"
"Regional School District 12","","2015-2016","Grade 5","Math","Total Number of Students","Number","36"
"Regional School District 12","","2015-2016","Grade 6","ELA","Total Number of Students","Number","50"
"Regional School District 12","","2015-2016","Grade 6","Math","Total Number of Students","Number","50"
"Regional School District 12","","2015-2016","Grade 7","ELA","Total Number of Students","Number","63"
"Regional School District 12","","2015-2016","Grade 7","Math","Total Number of Students","Number","63"
"Regional School District 12","","2015-2016","Grade 8","ELA","Total Number of Students","Number","64"
"Regional School District 12","","2015-2016","Grade 8","Math","Total Number of Students","Number","64"
"Regional School District 12","","2015-2016","All","ELA","Total Number Tested","Number","310"
"Regional School District 12","","2015-2016","All","Math","Total Number Tested","Number","309"
"Regional School District 12","","2015-2016","Grade 11","ELA","Total Number Tested","Number","-6666"
"Regional School District 12","","2015-2016","Grade 11","Math","Total Number Tested","Number","-6666"
"Regional School District 12","","2015-2016","Grade 3","ELA","Total Number Tested","Number","42"
"Regional School District 12","","2015-2016","Grade 3","Math","Total Number Tested","Number","42"
"Regional School District 12","","2015-2016","Grade 4","ELA","Total Number Tested","Number","55"
"Regional School District 12","","2015-2016","Grade 4","Math","Total Number Tested","Number","55"
"Regional School District 12","","2015-2016","Grade 5","ELA","Total Number Tested","Number","36"
"Regional School District 12","","2015-2016","Grade 5","Math","Total Number Tested","Number","36"
"Regional School District 12","","2015-2016","Grade 6","ELA","Total Number Tested","Number","50"
"Regional School District 12","","2015-2016","Grade 6","Math","Total Number Tested","Number","50"
"Regional School District 12","","2015-2016","Grade 7","ELA","Total Number Tested","Number","63"
"Regional School District 12","","2015-2016","Grade 7","Math","Total Number Tested","Number","62"
"Regional School District 12","","2015-2016","Grade 8","ELA","Total Number Tested","Number","64"
"Regional School District 12","","2015-2016","Grade 8","Math","Total Number Tested","Number","64"
"Regional School District 12","","2015-2016","All","ELA","Smarter Balanced Participation Rate","Percent","99.7"
"Regional School District 12","","2015-2016","All","Math","Smarter Balanced Participation Rate","Percent","99.4"
"Regional School District 12","","2015-2016","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 12","","2015-2016","Grade 11","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Regional School District 12","","2015-2016","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 3","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","98.2"
"Regional School District 12","","2015-2016","Grade 4","Math","Smarter Balanced Participation Rate","Percent","98.2"
"Regional School District 12","","2015-2016","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 5","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 6","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 7","Math","Smarter Balanced Participation Rate","Percent","98.4"
"Regional School District 12","","2015-2016","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","Grade 8","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 12","","2015-2016","All","ELA","Total Number with Scored Tests","Number","310"
"Regional School District 12","","2015-2016","All","Math","Total Number with Scored Tests","Number","309"
"Regional School District 12","","2015-2016","Grade 11","ELA","Total Number with Scored Tests","Number","-6666"
"Regional School District 12","","2015-2016","Grade 11","Math","Total Number with Scored Tests","Number","-6666"
"Regional School District 12","","2015-2016","Grade 3","ELA","Total Number with Scored Tests","Number","42"
"Regional School District 12","","2015-2016","Grade 3","Math","Total Number with Scored Tests","Number","42"
"Regional School District 12","","2015-2016","Grade 4","ELA","Total Number with Scored Tests","Number","55"
"Regional School District 12","","2015-2016","Grade 4","Math","Total Number with Scored Tests","Number","55"
"Regional School District 12","","2015-2016","Grade 5","ELA","Total Number with Scored Tests","Number","36"
"Regional School District 12","","2015-2016","Grade 5","Math","Total Number with Scored Tests","Number","36"
"Regional School District 12","","2015-2016","Grade 6","ELA","Total Number with Scored Tests","Number","50"
"Regional School District 12","","2015-2016","Grade 6","Math","Total Number with Scored Tests","Number","50"
"Regional School District 12","","2015-2016","Grade 7","ELA","Total Number with Scored Tests","Number","63"
"Regional School District 12","","2015-2016","Grade 7","Math","Total Number with Scored Tests","Number","62"
"Regional School District 12","","2015-2016","Grade 8","ELA","Total Number with Scored Tests","Number","64"
"Regional School District 12","","2015-2016","Grade 8","Math","Total Number with Scored Tests","Number","64"
"Regional School District 12","","2015-2016","All","ELA","AverageVSS","Number","-6666"
"Regional School District 12","","2015-2016","All","Math","AverageVSS","Number","-6666"
"Regional School District 12","","2015-2016","Grade 11","ELA","AverageVSS","Number","-6666"
"Regional School District 12","","2015-2016","Grade 11","Math","AverageVSS","Number","-6666"
"Regional School District 12","","2015-2016","Grade 3","ELA","AverageVSS","Number","2485"
"Regional School District 12","","2015-2016","Grade 3","Math","AverageVSS","Number","2504"
"Regional School District 12","","2015-2016","Grade 4","ELA","AverageVSS","Number","2529"
"Regional School District 12","","2015-2016","Grade 4","Math","AverageVSS","Number","2527"
"Regional School District 12","","2015-2016","Grade 5","ELA","AverageVSS","Number","2545"
"Regional School District 12","","2015-2016","Grade 5","Math","AverageVSS","Number","2544"
"Regional School District 12","","2015-2016","Grade 6","ELA","AverageVSS","Number","2592"
"Regional School District 12","","2015-2016","Grade 6","Math","AverageVSS","Number","2586"
"Regional School District 12","","2015-2016","Grade 7","ELA","AverageVSS","Number","2589"
"Regional School District 12","","2015-2016","Grade 7","Math","AverageVSS","Number","2583"
"Regional School District 12","","2015-2016","Grade 8","ELA","AverageVSS","Number","2610"
"Regional School District 12","","2015-2016","Grade 8","Math","AverageVSS","Number","2593"
"Regional School District 13","","2014-2015","All","ELA","Total Number of Students","Number","1007"
"Regional School District 13","","2014-2015","All","Math","Total Number of Students","Number","1009"
"Regional School District 13","","2014-2015","Grade 11","ELA","Total Number of Students","Number","139"
"Regional School District 13","","2014-2015","Grade 11","Math","Total Number of Students","Number","139"
"Regional School District 13","","2014-2015","Grade 3","ELA","Total Number of Students","Number","111"
"Regional School District 13","","2014-2015","Grade 3","Math","Total Number of Students","Number","112"
"Regional School District 13","","2014-2015","Grade 4","ELA","Total Number of Students","Number","134"
"Regional School District 13","","2014-2015","Grade 4","Math","Total Number of Students","Number","134"
"Regional School District 13","","2014-2015","Grade 5","ELA","Total Number of Students","Number","122"
"Regional School District 13","","2014-2015","Grade 5","Math","Total Number of Students","Number","122"
"Regional School District 13","","2014-2015","Grade 6","ELA","Total Number of Students","Number","163"
"Regional School District 13","","2014-2015","Grade 6","Math","Total Number of Students","Number","163"
"Regional School District 13","","2014-2015","Grade 7","ELA","Total Number of Students","Number","161"
"Regional School District 13","","2014-2015","Grade 7","Math","Total Number of Students","Number","161"
"Regional School District 13","","2014-2015","Grade 8","ELA","Total Number of Students","Number","177"
"Regional School District 13","","2014-2015","Grade 8","Math","Total Number of Students","Number","178"
"Regional School District 13","","2014-2015","All","ELA","Total Number Tested","Number","994"
"Regional School District 13","","2014-2015","All","Math","Total Number Tested","Number","992"
"Regional School District 13","","2014-2015","Grade 11","ELA","Total Number Tested","Number","131"
"Regional School District 13","","2014-2015","Grade 11","Math","Total Number Tested","Number","127"
"Regional School District 13","","2014-2015","Grade 3","ELA","Total Number Tested","Number","110"
"Regional School District 13","","2014-2015","Grade 3","Math","Total Number Tested","Number","111"
"Regional School District 13","","2014-2015","Grade 4","ELA","Total Number Tested","Number","134"
"Regional School District 13","","2014-2015","Grade 4","Math","Total Number Tested","Number","134"
"Regional School District 13","","2014-2015","Grade 5","ELA","Total Number Tested","Number","121"
"Regional School District 13","","2014-2015","Grade 5","Math","Total Number Tested","Number","121"
"Regional School District 13","","2014-2015","Grade 6","ELA","Total Number Tested","Number","163"
"Regional School District 13","","2014-2015","Grade 6","Math","Total Number Tested","Number","163"
"Regional School District 13","","2014-2015","Grade 7","ELA","Total Number Tested","Number","159"
"Regional School District 13","","2014-2015","Grade 7","Math","Total Number Tested","Number","159"
"Regional School District 13","","2014-2015","Grade 8","ELA","Total Number Tested","Number","176"
"Regional School District 13","","2014-2015","Grade 8","Math","Total Number Tested","Number","177"
"Regional School District 13","","2014-2015","All","ELA","Smarter Balanced Participation Rate","Percent","98.7"
"Regional School District 13","","2014-2015","All","Math","Smarter Balanced Participation Rate","Percent","98.3"
"Regional School District 13","","2014-2015","Grade 11","ELA","Smarter Balanced Participation Rate","Percent","94.2"
"Regional School District 13","","2014-2015","Grade 11","Math","Smarter Balanced Participation Rate","Percent","91.4"
"Regional School District 13","","2014-2015","Grade 3","ELA","Smarter Balanced Participation Rate","Percent","99.1"
"Regional School District 13","","2014-2015","Grade 3","Math","Smarter Balanced Participation Rate","Percent","99.1"
"Regional School District 13","","2014-2015","Grade 4","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 13","","2014-2015","Grade 4","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 13","","2014-2015","Grade 5","ELA","Smarter Balanced Participation Rate","Percent","99.2"
"Regional School District 13","","2014-2015","Grade 5","Math","Smarter Balanced Participation Rate","Percent","99.2"
"Regional School District 13","","2014-2015","Grade 6","ELA","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 13","","2014-2015","Grade 6","Math","Smarter Balanced Participation Rate","Percent","100"
"Regional School District 13","","2014-2015","Grade 7","ELA","Smarter Balanced Participation Rate","Percent","98.8"
"Regional School District 13","","2014-2015","Grade 7","Math","Smarter Balanced Participation Rate","Percent","98.8"
"Regional School District 13","","2014-2015","Grade 8","ELA","Smarter Balanced Participation Rate","Percent","99.4"
"Regional School District 13","","2014-2015","Grade 8","Math","Smarter Balanced Participation Rate","Percent","99.4"
"Regional School District 13","","2014-2015","All","ELA","Total Number with Scored Tests","Number","994"
"Regional School District 13","","2014-2015","All","Math","Total Number with Scored Tests","Number","992"
"Regional School District 13","","2014-2015","Grade 11","ELA","Total Number with Scored Tests","Number","131"
"Regional School District 13","","2014-2015","Grade 11","Math","Total Number with Scored Tests","Number","127"
"Regional School District 13","","2014-2015","Grade 3","ELA","Total Number with Scored Tests","Number","110"
"Regional School District 13","","2014-2015","Grade 3","Math","Total Number with Scored Tests","Number","111"
"Regional School District 13","","2014-2015","Grade 4","ELA","Total Number with Scored Tests","Number","134"
"Regional School District 13","","2014-2015","Grade 4","Math","Total Number with Scored Tests","Number","134"
"Regional School District 13","","2014-2015","Grade 5","ELA","Total Number with Scored Tests","Number","121"
"Regional School District 13","","2014-2015","Grade 5","Math","Total Number with Scored Tests","Number","121"
"Regional School District 13","","2014-2015","Grade 6","ELA","Total Number with Scored Tests","Number","163"
"Regional School District 13","","2014-2015","Grade 6","Math","Total Number with Scored Tests","Number","163"
"Regional School District 13","","2014-2015","Grade 7","ELA","Total Number with Scored Tests","Number","159"
"Regional School District 13","","2014-2015","Grade 7","Math","Total Number with Scored Tests","Number","159"
"Regional School District 13","","2014-2015","Grade 8","ELA","Total Number with Scored Tests","Number","176"
"Regional School District 13","","2014-2015","Grade 8","Math","Total Number with Scored Tests","Number","177"
"Regional School District 13","","2014-2015","All","ELA","AverageVSS","Number","-6666"
"Regional School District 13","","2014-2015","All","Math","AverageVSS","Number","-6666"
