"District","FIPS","Year","Subject","Variable","Measure Type","Value"
"Somers School District","901369220","2014-2015","Math","Smarter Balanced Participation Rate","Percent","99.4"
"Somers School District","901369220","2014-2015","ELA","Total Number with Scored Tests","Number","827"
"Somers School District","901369220","2014-2015","Math","Total Number with Scored Tests","Number","826"
"Somers School District","901369220","2014-2015","ELA","Level 1 Not Met Count","Number","91"
"Somers School District","901369220","2014-2015","Math","Level 1 Not Met Count","Number","172"
"Somers School District","901369220","2014-2015","ELA","Level 1 Not Met Percent","Percent","11.0"
"Somers School District","901369220","2014-2015","Math","Level 1 Not Met Percent","Percent","20.8"
"Somers School District","901369220","2014-2015","ELA","Level 2 Approaching Count","Number","179"
"Somers School District","901369220","2014-2015","Math","Level 2 Approaching Count","Number","266"
"Somers School District","901369220","2014-2015","ELA","Level 2 Approaching Percent","Percent","21.6"
"Somers School District","901369220","2014-2015","Math","Level 2 Approaching Percent","Percent","32.2"
"Somers School District","901369220","2014-2015","ELA","Level 3 Met Count","Number","321"
"Somers School District","901369220","2014-2015","Math","Level 3 Met Count","Number","239"
"Somers School District","901369220","2014-2015","ELA","Level 3 Met Percent","Percent","38.8"
"Somers School District","901369220","2014-2015","Math","Level 3 Met Percent","Percent","28.9"
"Somers School District","901369220","2014-2015","ELA","Level 4 Exceeded Count","Number","236"
"Somers School District","901369220","2014-2015","Math","Level 4 Exceeded Count","Number","149"
"Somers School District","901369220","2014-2015","ELA","Level 4 Exceeded Percent","Percent","28.5"
"Somers School District","901369220","2014-2015","Math","Level 4 Exceeded Percent","Percent","18.0"
"Somers School District","901369220","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","557"
"Somers School District","901369220","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","388"
"Somers School District","901369220","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","67.4"
"Somers School District","901369220","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","47.0"
"Somers School District","901369220","2015-2016","ELA","Total Number of Students","Number","688"
"Somers School District","901369220","2015-2016","Math","Total Number of Students","Number","688"
"Somers School District","901369220","2015-2016","ELA","Total Number Tested","Number","665"
"Somers School District","901369220","2015-2016","Math","Total Number Tested","Number","663"
"Somers School District","901369220","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","96.7"
"Somers School District","901369220","2015-2016","Math","Smarter Balanced Participation Rate","Percent","96.4"
"Somers School District","901369220","2015-2016","ELA","Total Number with Scored Tests","Number","665"
"Somers School District","901369220","2015-2016","Math","Total Number with Scored Tests","Number","663"
"Somers School District","901369220","2015-2016","ELA","Level 1 Not Met Count","Number","84"
"Somers School District","901369220","2015-2016","Math","Level 1 Not Met Count","Number","101"
"Somers School District","901369220","2015-2016","ELA","Level 1 Not Met Percent","Percent","12.6"
"Somers School District","901369220","2015-2016","Math","Level 1 Not Met Percent","Percent","15.2"
"Somers School District","901369220","2015-2016","ELA","Level 2 Approaching Count","Number","132"
"Somers School District","901369220","2015-2016","Math","Level 2 Approaching Count","Number","209"
"Somers School District","901369220","2015-2016","ELA","Level 2 Approaching Percent","Percent","19.8"
"Somers School District","901369220","2015-2016","Math","Level 2 Approaching Percent","Percent","31.5"
"Somers School District","901369220","2015-2016","ELA","Level 3 Met Count","Number","225"
"Somers School District","901369220","2015-2016","Math","Level 3 Met Count","Number","184"
"Somers School District","901369220","2015-2016","ELA","Level 3 Met Percent","Percent","33.8"
"Somers School District","901369220","2015-2016","Math","Level 3 Met Percent","Percent","27.8"
"Somers School District","901369220","2015-2016","ELA","Level 4 Exceeded Count","Number","224"
"Somers School District","901369220","2015-2016","Math","Level 4 Exceeded Count","Number","169"
"Somers School District","901369220","2015-2016","ELA","Level 4 Exceeded Percent","Percent","33.7"
"Somers School District","901369220","2015-2016","Math","Level 4 Exceeded Percent","Percent","25.5"
"Somers School District","901369220","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","449"
"Somers School District","901369220","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","353"
"Somers School District","901369220","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","67.5"
"Somers School District","901369220","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","53.2"
"Southington School District","900370550","2014-2015","ELA","Total Number of Students","Number","3544"
"Southington School District","900370550","2014-2015","Math","Total Number of Students","Number","3542"
"Southington School District","900370550","2014-2015","ELA","Total Number Tested","Number","3502"
"Southington School District","900370550","2014-2015","Math","Total Number Tested","Number","3501"
"Southington School District","900370550","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","98.8"
"Southington School District","900370550","2014-2015","Math","Smarter Balanced Participation Rate","Percent","98.8"
"Southington School District","900370550","2014-2015","ELA","Total Number with Scored Tests","Number","3496"
"Southington School District","900370550","2014-2015","Math","Total Number with Scored Tests","Number","3498"
"Southington School District","900370550","2014-2015","ELA","Level 1 Not Met Count","Number","437"
"Southington School District","900370550","2014-2015","Math","Level 1 Not Met Count","Number","574"
"Southington School District","900370550","2014-2015","ELA","Level 1 Not Met Percent","Percent","12.5"
"Southington School District","900370550","2014-2015","Math","Level 1 Not Met Percent","Percent","16.4"
"Southington School District","900370550","2014-2015","ELA","Level 2 Approaching Count","Number","731"
"Southington School District","900370550","2014-2015","Math","Level 2 Approaching Count","Number","1000"
"Southington School District","900370550","2014-2015","ELA","Level 2 Approaching Percent","Percent","20.9"
"Southington School District","900370550","2014-2015","Math","Level 2 Approaching Percent","Percent","28.6"
"Southington School District","900370550","2014-2015","ELA","Level 3 Met Count","Number","1325"
"Southington School District","900370550","2014-2015","Math","Level 3 Met Count","Number","1172"
"Southington School District","900370550","2014-2015","ELA","Level 3 Met Percent","Percent","37.9"
"Southington School District","900370550","2014-2015","Math","Level 3 Met Percent","Percent","33.5"
"Southington School District","900370550","2014-2015","ELA","Level 4 Exceeded Count","Number","1003"
"Southington School District","900370550","2014-2015","Math","Level 4 Exceeded Count","Number","752"
"Southington School District","900370550","2014-2015","ELA","Level 4 Exceeded Percent","Percent","28.7"
"Southington School District","900370550","2014-2015","Math","Level 4 Exceeded Percent","Percent","21.5"
"Southington School District","900370550","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","2328"
"Southington School District","900370550","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","1924"
"Southington School District","900370550","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","66.6"
"Southington School District","900370550","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","55.0"
"Southington School District","900370550","2015-2016","ELA","Total Number of Students","Number","3110"
"Southington School District","900370550","2015-2016","Math","Total Number of Students","Number","3108"
"Southington School District","900370550","2015-2016","ELA","Total Number Tested","Number","3087"
"Southington School District","900370550","2015-2016","Math","Total Number Tested","Number","3083"
"Southington School District","900370550","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.3"
"Southington School District","900370550","2015-2016","Math","Smarter Balanced Participation Rate","Percent","99.2"
"Southington School District","900370550","2015-2016","ELA","Total Number with Scored Tests","Number","3087"
"Southington School District","900370550","2015-2016","Math","Total Number with Scored Tests","Number","3083"
"Southington School District","900370550","2015-2016","ELA","Level 1 Not Met Count","Number","404"
"Southington School District","900370550","2015-2016","Math","Level 1 Not Met Count","Number","449"
"Southington School District","900370550","2015-2016","ELA","Level 1 Not Met Percent","Percent","13.1"
"Southington School District","900370550","2015-2016","Math","Level 1 Not Met Percent","Percent","14.6"
"Southington School District","900370550","2015-2016","ELA","Level 2 Approaching Count","Number","644"
"Southington School District","900370550","2015-2016","Math","Level 2 Approaching Count","Number","884"
"Southington School District","900370550","2015-2016","ELA","Level 2 Approaching Percent","Percent","20.9"
"Southington School District","900370550","2015-2016","Math","Level 2 Approaching Percent","Percent","28.7"
"Southington School District","900370550","2015-2016","ELA","Level 3 Met Count","Number","1152"
"Southington School District","900370550","2015-2016","Math","Level 3 Met Count","Number","980"
"Southington School District","900370550","2015-2016","ELA","Level 3 Met Percent","Percent","37.3"
"Southington School District","900370550","2015-2016","Math","Level 3 Met Percent","Percent","31.8"
"Southington School District","900370550","2015-2016","ELA","Level 4 Exceeded Count","Number","887"
"Southington School District","900370550","2015-2016","Math","Level 4 Exceeded Count","Number","770"
"Southington School District","900370550","2015-2016","ELA","Level 4 Exceeded Percent","Percent","28.7"
"Southington School District","900370550","2015-2016","Math","Level 4 Exceeded Percent","Percent","25.0"
"Southington School District","900370550","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","2039"
"Southington School District","900370550","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","1750"
"Southington School District","900370550","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","66.1"
"Southington School District","900370550","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","56.8"
"South Windsor School District","900371390","2014-2015","ELA","Total Number of Students","Number","2208"
"South Windsor School District","900371390","2014-2015","Math","Total Number of Students","Number","2208"
"South Windsor School District","900371390","2014-2015","ELA","Total Number Tested","Number","2017"
"South Windsor School District","900371390","2014-2015","Math","Total Number Tested","Number","2016"
"South Windsor School District","900371390","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","91.3"
"South Windsor School District","900371390","2014-2015","Math","Smarter Balanced Participation Rate","Percent","91.3"
"South Windsor School District","900371390","2014-2015","ELA","Total Number with Scored Tests","Number","2016"
"South Windsor School District","900371390","2014-2015","Math","Total Number with Scored Tests","Number","2015"
"South Windsor School District","900371390","2014-2015","ELA","Level 1 Not Met Count","Number","215"
"South Windsor School District","900371390","2014-2015","Math","Level 1 Not Met Count","Number","285"
"South Windsor School District","900371390","2014-2015","ELA","Level 1 Not Met Percent","Percent","10.7"
"South Windsor School District","900371390","2014-2015","Math","Level 1 Not Met Percent","Percent","14.1"
"South Windsor School District","900371390","2014-2015","ELA","Level 2 Approaching Count","Number","369"
"South Windsor School District","900371390","2014-2015","Math","Level 2 Approaching Count","Number","492"
"South Windsor School District","900371390","2014-2015","ELA","Level 2 Approaching Percent","Percent","18.3"
"South Windsor School District","900371390","2014-2015","Math","Level 2 Approaching Percent","Percent","24.4"
"South Windsor School District","900371390","2014-2015","ELA","Level 3 Met Count","Number","699"
"South Windsor School District","900371390","2014-2015","Math","Level 3 Met Count","Number","546"
"South Windsor School District","900371390","2014-2015","ELA","Level 3 Met Percent","Percent","34.7"
"South Windsor School District","900371390","2014-2015","Math","Level 3 Met Percent","Percent","27.1"
"South Windsor School District","900371390","2014-2015","ELA","Level 4 Exceeded Count","Number","733"
"South Windsor School District","900371390","2014-2015","Math","Level 4 Exceeded Count","Number","692"
"South Windsor School District","900371390","2014-2015","ELA","Level 4 Exceeded Percent","Percent","36.4"
"South Windsor School District","900371390","2014-2015","Math","Level 4 Exceeded Percent","Percent","34.3"
"South Windsor School District","900371390","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","1432"
"South Windsor School District","900371390","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","1238"
"South Windsor School District","900371390","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","71.0"
"South Windsor School District","900371390","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","61.4"
"South Windsor School District","900371390","2015-2016","ELA","Total Number of Students","Number","1864"
"South Windsor School District","900371390","2015-2016","Math","Total Number of Students","Number","1864"
"South Windsor School District","900371390","2015-2016","ELA","Total Number Tested","Number","1845"
"South Windsor School District","900371390","2015-2016","Math","Total Number Tested","Number","1841"
"South Windsor School District","900371390","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.0"
"South Windsor School District","900371390","2015-2016","Math","Smarter Balanced Participation Rate","Percent","98.8"
"South Windsor School District","900371390","2015-2016","ELA","Total Number with Scored Tests","Number","1845"
"South Windsor School District","900371390","2015-2016","Math","Total Number with Scored Tests","Number","1841"
"South Windsor School District","900371390","2015-2016","ELA","Level 1 Not Met Count","Number","146"
"South Windsor School District","900371390","2015-2016","Math","Level 1 Not Met Count","Number","162"
"South Windsor School District","900371390","2015-2016","ELA","Level 1 Not Met Percent","Percent","7.9"
"South Windsor School District","900371390","2015-2016","Math","Level 1 Not Met Percent","Percent","8.8"
"South Windsor School District","900371390","2015-2016","ELA","Level 2 Approaching Count","Number","285"
"South Windsor School District","900371390","2015-2016","Math","Level 2 Approaching Count","Number","398"
"South Windsor School District","900371390","2015-2016","ELA","Level 2 Approaching Percent","Percent","15.4"
"South Windsor School District","900371390","2015-2016","Math","Level 2 Approaching Percent","Percent","21.6"
"South Windsor School District","900371390","2015-2016","ELA","Level 3 Met Count","Number","667"
"South Windsor School District","900371390","2015-2016","Math","Level 3 Met Count","Number","494"
"South Windsor School District","900371390","2015-2016","ELA","Level 3 Met Percent","Percent","36.2"
"South Windsor School District","900371390","2015-2016","Math","Level 3 Met Percent","Percent","26.8"
"South Windsor School District","900371390","2015-2016","ELA","Level 4 Exceeded Count","Number","747"
"South Windsor School District","900371390","2015-2016","Math","Level 4 Exceeded Count","Number","787"
"South Windsor School District","900371390","2015-2016","ELA","Level 4 Exceeded Percent","Percent","40.5"
"South Windsor School District","900371390","2015-2016","Math","Level 4 Exceeded Percent","Percent","42.7"
"South Windsor School District","900371390","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","1414"
"South Windsor School District","900371390","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","1281"
"South Windsor School District","900371390","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","76.6"
"South Windsor School District","900371390","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","69.6"
"Sprague School District","","2014-2015","ELA","Total Number of Students","Number","230"
"Sprague School District","","2014-2015","Math","Total Number of Students","Number","231"
"Sprague School District","","2014-2015","ELA","Total Number Tested","Number","227"
"Sprague School District","","2014-2015","Math","Total Number Tested","Number","230"
"Sprague School District","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","98.7"
"Sprague School District","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","99.6"
"Sprague School District","","2014-2015","ELA","Total Number with Scored Tests","Number","227"
"Sprague School District","","2014-2015","Math","Total Number with Scored Tests","Number","230"
"Sprague School District","","2014-2015","ELA","Level 1 Not Met Count","Number","42"
"Sprague School District","","2014-2015","Math","Level 1 Not Met Count","Number","61"
"Sprague School District","","2014-2015","ELA","Level 1 Not Met Percent","Percent","18.5"
"Sprague School District","","2014-2015","Math","Level 1 Not Met Percent","Percent","26.5"
"Sprague School District","","2014-2015","ELA","Level 2 Approaching Count","Number","64"
"Sprague School District","","2014-2015","Math","Level 2 Approaching Count","Number","97"
"Sprague School District","","2014-2015","ELA","Level 2 Approaching Percent","Percent","28.2"
"Sprague School District","","2014-2015","Math","Level 2 Approaching Percent","Percent","42.2"
"Sprague School District","","2014-2015","ELA","Level 3 Met Count","Number","87"
"Sprague School District","","2014-2015","Math","Level 3 Met Count","Number","48"
"Sprague School District","","2014-2015","ELA","Level 3 Met Percent","Percent","38.3"
"Sprague School District","","2014-2015","Math","Level 3 Met Percent","Percent","20.9"
"Sprague School District","","2014-2015","ELA","Level 4 Exceeded Count","Number","34"
"Sprague School District","","2014-2015","Math","Level 4 Exceeded Count","Number","24"
"Sprague School District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","15.0"
"Sprague School District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","10.4"
"Sprague School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","121"
"Sprague School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","72"
"Sprague School District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","53.3"
"Sprague School District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","31.3"
"Sprague School District","","2015-2016","ELA","Total Number of Students","Number","220"
"Sprague School District","","2015-2016","Math","Total Number of Students","Number","220"
"Sprague School District","","2015-2016","ELA","Total Number Tested","Number","219"
"Sprague School District","","2015-2016","Math","Total Number Tested","Number","219"
"Sprague School District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","99.5"
"Sprague School District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","99.5"
"Sprague School District","","2015-2016","ELA","Total Number with Scored Tests","Number","219"
"Sprague School District","","2015-2016","Math","Total Number with Scored Tests","Number","219"
"Sprague School District","","2015-2016","ELA","Level 1 Not Met Count","Number","52"
"Sprague School District","","2015-2016","Math","Level 1 Not Met Count","Number","56"
"Sprague School District","","2015-2016","ELA","Level 1 Not Met Percent","Percent","23.7"
"Sprague School District","","2015-2016","Math","Level 1 Not Met Percent","Percent","25.6"
"Sprague School District","","2015-2016","ELA","Level 2 Approaching Count","Number","52"
"Sprague School District","","2015-2016","Math","Level 2 Approaching Count","Number","86"
"Sprague School District","","2015-2016","ELA","Level 2 Approaching Percent","Percent","23.7"
"Sprague School District","","2015-2016","Math","Level 2 Approaching Percent","Percent","39.3"
"Sprague School District","","2015-2016","ELA","Level 3 Met Count","Number","84"
"Sprague School District","","2015-2016","Math","Level 3 Met Count","Number","55"
"Sprague School District","","2015-2016","ELA","Level 3 Met Percent","Percent","38.4"
"Sprague School District","","2015-2016","Math","Level 3 Met Percent","Percent","25.1"
"Sprague School District","","2015-2016","ELA","Level 4 Exceeded Count","Number","31"
"Sprague School District","","2015-2016","Math","Level 4 Exceeded Count","Number","22"
"Sprague School District","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","14.2"
"Sprague School District","","2015-2016","Math","Level 4 Exceeded Percent","Percent","10.0"
"Sprague School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","115"
"Sprague School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","77"
"Sprague School District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","52.5"
"Sprague School District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","35.2"
"Stafford School District","901372090","2014-2015","ELA","Total Number of Students","Number","816"
"Stafford School District","901372090","2014-2015","Math","Total Number of Students","Number","815"
"Stafford School District","901372090","2014-2015","ELA","Total Number Tested","Number","803"
"Stafford School District","901372090","2014-2015","Math","Total Number Tested","Number","802"
"Stafford School District","901372090","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","98.4"
"Stafford School District","901372090","2014-2015","Math","Smarter Balanced Participation Rate","Percent","98.4"
"Stafford School District","901372090","2014-2015","ELA","Total Number with Scored Tests","Number","803"
"Stafford School District","901372090","2014-2015","Math","Total Number with Scored Tests","Number","802"
"Stafford School District","901372090","2014-2015","ELA","Level 1 Not Met Count","Number","105"
"Stafford School District","901372090","2014-2015","Math","Level 1 Not Met Count","Number","159"
"Stafford School District","901372090","2014-2015","ELA","Level 1 Not Met Percent","Percent","13.1"
"Stafford School District","901372090","2014-2015","Math","Level 1 Not Met Percent","Percent","19.8"
"Stafford School District","901372090","2014-2015","ELA","Level 2 Approaching Count","Number","170"
"Stafford School District","901372090","2014-2015","Math","Level 2 Approaching Count","Number","268"
"Stafford School District","901372090","2014-2015","ELA","Level 2 Approaching Percent","Percent","21.2"
"Stafford School District","901372090","2014-2015","Math","Level 2 Approaching Percent","Percent","33.4"
"Stafford School District","901372090","2014-2015","ELA","Level 3 Met Count","Number","313"
"Stafford School District","901372090","2014-2015","Math","Level 3 Met Count","Number","250"
"Stafford School District","901372090","2014-2015","ELA","Level 3 Met Percent","Percent","39.0"
"Stafford School District","901372090","2014-2015","Math","Level 3 Met Percent","Percent","31.2"
"Stafford School District","901372090","2014-2015","ELA","Level 4 Exceeded Count","Number","215"
"Stafford School District","901372090","2014-2015","Math","Level 4 Exceeded Count","Number","125"
"Stafford School District","901372090","2014-2015","ELA","Level 4 Exceeded Percent","Percent","26.8"
"Stafford School District","901372090","2014-2015","Math","Level 4 Exceeded Percent","Percent","15.6"
"Stafford School District","901372090","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","528"
"Stafford School District","901372090","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","375"
"Stafford School District","901372090","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","65.8"
"Stafford School District","901372090","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","46.8"
"Stafford School District","901372090","2015-2016","ELA","Total Number of Students","Number","680"
"Stafford School District","901372090","2015-2016","Math","Total Number of Students","Number","680"
"Stafford School District","901372090","2015-2016","ELA","Total Number Tested","Number","669"
"Stafford School District","901372090","2015-2016","Math","Total Number Tested","Number","669"
"Stafford School District","901372090","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","98.4"
"Stafford School District","901372090","2015-2016","Math","Smarter Balanced Participation Rate","Percent","98.4"
"Stafford School District","901372090","2015-2016","ELA","Total Number with Scored Tests","Number","669"
"Stafford School District","901372090","2015-2016","Math","Total Number with Scored Tests","Number","669"
"Stafford School District","901372090","2015-2016","ELA","Level 1 Not Met Count","Number","93"
"Stafford School District","901372090","2015-2016","Math","Level 1 Not Met Count","Number","99"
"Stafford School District","901372090","2015-2016","ELA","Level 1 Not Met Percent","Percent","13.9"
"Stafford School District","901372090","2015-2016","Math","Level 1 Not Met Percent","Percent","14.8"
"Stafford School District","901372090","2015-2016","ELA","Level 2 Approaching Count","Number","145"
"Stafford School District","901372090","2015-2016","Math","Level 2 Approaching Count","Number","229"
"Stafford School District","901372090","2015-2016","ELA","Level 2 Approaching Percent","Percent","21.7"
"Stafford School District","901372090","2015-2016","Math","Level 2 Approaching Percent","Percent","34.2"
"Stafford School District","901372090","2015-2016","ELA","Level 3 Met Count","Number","269"
"Stafford School District","901372090","2015-2016","Math","Level 3 Met Count","Number","214"
"Stafford School District","901372090","2015-2016","ELA","Level 3 Met Percent","Percent","40.2"
"Stafford School District","901372090","2015-2016","Math","Level 3 Met Percent","Percent","32.0"
"Stafford School District","901372090","2015-2016","ELA","Level 4 Exceeded Count","Number","162"
"Stafford School District","901372090","2015-2016","Math","Level 4 Exceeded Count","Number","127"
"Stafford School District","901372090","2015-2016","ELA","Level 4 Exceeded Percent","Percent","24.2"
"Stafford School District","901372090","2015-2016","Math","Level 4 Exceeded Percent","Percent","19.0"
"Stafford School District","901372090","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","431"
"Stafford School District","901372090","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","341"
"Stafford School District","901372090","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","64.4"
"Stafford School District","901372090","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","51.0"
"Stamford Academy District","","2014-2015","ELA","Total Number of Students","Number","34"
"Stamford Academy District","","2014-2015","Math","Total Number of Students","Number","34"
"Stamford Academy District","","2014-2015","ELA","Total Number Tested","Number","19"
"Stamford Academy District","","2014-2015","Math","Total Number Tested","Number","21"
"Stamford Academy District","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","55.9"
"Stamford Academy District","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","61.8"
"Stamford Academy District","","2014-2015","ELA","Total Number with Scored Tests","Number","18"
"Stamford Academy District","","2014-2015","Math","Total Number with Scored Tests","Number","21"
"Stamford Academy District","","2014-2015","ELA","Level 1 Not Met Count","Number","-9999"
"Stamford Academy District","","2014-2015","Math","Level 1 Not Met Count","Number","-9999"
"Stamford Academy District","","2014-2015","ELA","Level 1 Not Met Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","Math","Level 1 Not Met Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","ELA","Level 2 Approaching Count","Number","-9999"
"Stamford Academy District","","2014-2015","Math","Level 2 Approaching Count","Number","-9999"
"Stamford Academy District","","2014-2015","ELA","Level 2 Approaching Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","Math","Level 2 Approaching Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","ELA","Level 3 Met Count","Number","-9999"
"Stamford Academy District","","2014-2015","Math","Level 3 Met Count","Number","0"
"Stamford Academy District","","2014-2015","ELA","Level 3 Met Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","Math","Level 3 Met Percent","Percent","0.0"
"Stamford Academy District","","2014-2015","ELA","Level 4 Exceeded Count","Number","-9999"
"Stamford Academy District","","2014-2015","Math","Level 4 Exceeded Count","Number","0"
"Stamford Academy District","","2014-2015","ELA","Level 4 Exceeded Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","Math","Level 4 Exceeded Percent","Percent","0.0"
"Stamford Academy District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Count","Number","-9999"
"Stamford Academy District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Count","Number","0"
"Stamford Academy District","","2014-2015","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","-9999"
"Stamford Academy District","","2014-2015","Math","Level 3 & 4 Met or Exceeded Percent","Percent","0.0"
"Stamford Academy District","","2015-2016","ELA","Total Number of Students","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Total Number of Students","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Total Number Tested","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Total Number Tested","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Stamford Academy District","","2015-2016","Math","Smarter Balanced Participation Rate","Percent","-6666"
"Stamford Academy District","","2015-2016","ELA","Total Number with Scored Tests","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Total Number with Scored Tests","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 1 Not Met Count","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Level 1 Not Met Count","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 1 Not Met Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","Math","Level 1 Not Met Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 2 Approaching Count","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Level 2 Approaching Count","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 2 Approaching Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","Math","Level 2 Approaching Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 3 Met Count","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Level 3 Met Count","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 3 Met Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","Math","Level 3 Met Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 4 Exceeded Count","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Level 4 Exceeded Count","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 4 Exceeded Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","Math","Level 4 Exceeded Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Count","Number","-6666"
"Stamford Academy District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Count","Number","-6666"
"Stamford Academy District","","2015-2016","ELA","Level 3 & 4 Met or Exceeded Percent","Percent","-6666"
"Stamford Academy District","","2015-2016","Math","Level 3 & 4 Met or Exceeded Percent","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Total Number of Students","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Total Number of Students","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Total Number Tested","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Total Number Tested","Number","-6666"
"Stamford Charter School for Excellence District","","2014-2015","ELA","Smarter Balanced Participation Rate","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","Math","Smarter Balanced Participation Rate","Percent","-6666"
